isbn,Author,Category,Author_NY,Title_NY,author_gender
0679403930,ELLROY JAMES,Fiction General,James Ellroy,BLOOD&#39;S A ROVER,male
1250027934,SCOTTOLINE LISA,Mystery/Detective,Lisa Scottoline,CORRUPTED,female
0425265005,BRIGGS PATRICIA,Fantasy,Patricia Briggs,SHIFTING SHADOWS,female
0812989058,PATAKI ALLISON,Fiction General,Allison Pataki,SISI,female
0812997530,ESSBAUM JILL ALEXANDER,Fiction General,Jill Alexander Essbaum,HAUSFRAU,female
0553392980,ROBACH AMY,Biography/Autobiography/Memoir,Amy Robach,BETTER,female
0062296310,GLANVILLE BRANDI,Humor,Brandi Glanville with Leslie Bruce,DRINKING AND DATING,female
1416593403,LUTZ LISA,Mystery/Detective,Lisa Lutz,THE SPELLMANS STRIKE AGAIN,female
0374172072,DUCHOVNY DAVID,Fiction General,David Duchovny,HOLY COW,male
0307956997,ELLROY JAMES,Fiction General,James Ellroy,PERFIDIA,male
0618683356,SHEFF DAVID,Biography/Autobiography/Memoir,David Sheff,BEAUTIFUL BOY,male
006222543X,MCCREIGHT KIMBERLY,Fiction General,Kimberly McCreight,RECONSTRUCTING AMELIA,female
1594205450,FERGUSON NIALL,History/Law/Political Science,Niall Ferguson,GREAT DEGENERATION,male
0399160396,CARVILLE JAMES,History/Law/Political Science,James Carville and Stan Greenberg,"IT&#39;S THE MIDDLE CLASS, STUPID!",multi
0525952047,WILCOCK DAVID,Nonfiction General,David Wilcock,THE SOURCE FIELD INVESTIGATIONS,male
0525955062,KAPLAN JANICE,Biography/Autobiography/Memoir,Janice Kaplan,THE GRATITUDE DIARIES,female
1455547387,MEACHAM LEILA,Fiction General,Leila Meacham,SOMERSET,female
0307383296,SAMPRAS PETE,Health/Fitness/Medicine/Sports,Peter Bodo,A CHAMPION&#39;S MIND,multi
0385515049,GRISHAM JOHN,Suspense/Thrillers,John Grisham,THE APPEAL,male
1451693664,RUSSELL JAN JARBOE,History/Law/Political Science,Jan Jarboe Russell,THE TRAIN TO CRYSTAL CITY,male
0399155260,PENMAN SHARON KAY,Fiction General,Sharon Kay Penman,DEVIL&#39;S BROOD,female
1451638450,BUJOLD LOIS MCMASTER,Science Fiction,Lois McMaster Bujold,CAPTAIN VORPATRIL&#39;S ALLIANCE,female
0307594963,MCDOUGALL CHRISTOPHER,History/Law/Political Science,Christopher McDougall,NATURAL BORN HEROES,male
1591846706,RICKARDS JAMES,Business/Economics,James Rickards,THE DEATH OF MONEY,male
0451240197,WARD J. R.,Romance,J R Ward,POSSESSION,unknown
0385527934,WALDMAN AYELET,Reference,Ayelet Waldman,BAD MOTHER,female
1439159661,COLE KRESLEY,Romance,Kresley Cole and Gena Showalter,DEEP KISS OF WINTER,multi
0061246247,PETERS ELIZABETH,Fiction General,Elizabeth Peters,THE LAUGHTER OF DEAD KINGS,female
1426205031,DELANEY MICHELLE ANNE,Art/Architecture/Design/Photography,"Leah Bendavid-Val, Michelle Delaney and Maura Mulvihill",NATIONAL GEOGRAPHIC IMAGE COLLECTION,multi
0316253014,HADFIELD CHRIS,Biography/Autobiography/Memoir,Chris Hadfield,AN ASTRONAUT&#39;S GUIDE TO LIFE ON EARTH,male
0061147761,MOORE HAROLD G.,History/Law/Political Science,Harold G Moore and Joseph L Galloway,WE ARE SOLDIERS STILL,multi
030738246X,REISS TOM,Biography/Autobiography/Memoir,Tom Reiss,THE BLACK COUNT,male
0765304961,CARD ORSON SCOTT,Science Fiction,Orson Scott Card,ENDER IN EXILE,male
0451463153,BISHOP ANNE,Fantasy,Anne Bishop,SHALADOR&#39;S LADY,female
0061970689,MARRS JIM,Nonfiction General,Jim Marrs,THE TRILLION-DOLLAR CONSPIRACY,male
0778315339,MOTT JASON,Fiction General,Jason Mott,THE RETURNED,male
1594487510,LAMOTT ANNE,Fiction General,Anne Lamott,IMPERFECT BIRDS,female
1400066026,FURST ALAN,Fiction General,Alan Furst,THE SPIES OF WARSAW,male
0307959929,MOORE EDWARD KELSEY,Fiction General,Edward Kelsey Moore,THE SUPREMES AT EARL&#39;S ALL-YOU-CAN-EAT,male
1476706174,O&#39;KEEFE JAMES,Reference,James O&#39;Keefe,BREAKTHROUGH,male
1476767319,SIMSION GRAEME,Fiction General,Graeme Simsion,THE ROSIE EFFECT,male
0425247562,SINGH NALINI,Romance,Nalini Singh,TANGLE OF NEED,female
0062387391,HOWARD TIM,Biography/Autobiography/Memoir,Tim Howard with Ali Benjamin,THE KEEPER,unknown
0385524986,DELINSKY BARBARA,Fiction General,Barbara Delinsky,NOT MY DAUGHTER,female
0062078224,BRAGG RICK,Biography/Autobiography/Memoir,Rick Bragg,JERRY LEE LEWIS,male
1439183317,BARTOK MIRA,Biography/Autobiography/Memoir,Mira Bartok,THE MEMORY PALACE,female
0786965118,SALVATORE R. A.,Fantasy,R A Salvatore,NIGHT OF THE HUNTER,male
0758227175,MICHAELS FERN,Romance,Fern Michaels,SOUTHERN COMFORT,female
0758229631,LEACHMAN CLORIS,Biography/Autobiography/Memoir,Cloris Leachman with George Englund,CLORIS,multi
1400067243,BLOOM AMY,Fiction General,Amy Bloom,LUCKY US,female
0385506252,BLACKMON DOUGLAS A.,Nonfiction General,Douglas A Blackmon,SLAVERY BY ANOTHER NAME,male
0393075966,STIGLITZ JOSEPH,Business/Economics,Joseph Stiglitz,FREEFALL,male
0062220500,WINSPEAR JACQUELINE,Romance,Jacqueline Winspear,THE CARE AND MANAGEMENT OF LIES,female
0385344015,BRADLEY ALAN,Mystery/Detective,Alan Bradley,I AM HALF-SICK OF SHADOWS,male
0525953884,FAIRSTEIN LINDA,Suspense/Thrillers,Linda Fairstein,TERMINAL CITY,female
0062385321,LEVITT STEVEN D.,Business/Economics,Steven D Levitt and Stephen J Dubner,WHEN TO ROB A BANK,multi
0553807080,BROWN RITA MAE,Mystery/Detective,Rita Mae Brown,HISS OF DEATH,female
1476706123,MATTHEWS JASON,Mystery/Detective,Jason Matthews,RED SPARROW,male
0385532350,LINDSAY JEFF,Horror/Occult/Psychological,Jeff Lindsay,DEXTER IS DELICIOUS,male
0345511425,DENNING TROY,Science Fiction,Troy Denning,CRUCIBLE,male
0345511530,GOLDEN CHRISTIE,Science Fiction,Christie Golden,STAR WARS: DARK DISCIPLE,female
1594202176,LARSEN REIF,Fiction General,Reif Larsen,THE SELECTED WORKS OF T.S. SPIVET,male
0786965754,SALVATORE R. A.,Fantasy,R A Salvatore,ARCHMAGE,male
1451627696,EVANS PETER,Performing Arts,Peter Evans and Ava Gardner,AVA GARDNER,multi
0670026603,MOYES JOJO,Romance,Jojo Moyes,ME BEFORE YOU,female
0312643403,MORTON ANDREW,Biography/Autobiography/Memoir,Andrew Morton,WILLIAM AND CATHERINE,male
1596980990,D&#39;SOUZA DINESH,Nonfiction General,Dinesh D&#39;Souza,LIFE AFTER DEATH,male
0765322749,HERBERT BRIAN,Science Fiction,Brian Herbert and Kevin J Anderson,MENTATS OF DUNE,multi
1401324908,CASTLE RICHARD,Mystery/Detective,Richard Castle,STORM FRONT,male
0307271560,UPDIKE JOHN,Fiction General,John Updike,MY FATHER&#39;S TEARS AND OTHER STORIES,male
1455599875,ALEXANDER ELIZABETH,Biography/Autobiography/Memoir,Elizabeth Alexander,THE LIGHT OF THE WORLD,female
0756408792,BRITAIN KRISTEN,Fantasy,Kristen Britain,MIRROR SIGHT,female
1401323146,MOEHRINGER J. R.,Fiction General,J R Moehringer,SUTTON,male
0670023329,HARDEN BLAINE,Biography/Autobiography/Memoir,Blaine Harden,ESCAPE FROM CAMP 14,male
1620408902,HARI JOHANN,Nonfiction General,Johann Hari,CHASING THE SCREAM,male
0865476810,THERNSTROM MELANIE,Health/Fitness/Medicine/Sports,Melanie Thernstrom,THE PAIN CHRONICLES,female
006196963X,,Fiction General,Bernard Cornwell,THE FORT,unknown
1451692668,REECE GABRIELLE,Biography/Autobiography/Memoir,Gabrielle Reece with Karen Karbo,MY FOOT IS TOO BIG FOR THE GLASS SLIPPER,multi
1439172773,BROWN SANDRA,Romance,Sandra Brown,RAINWATER,female
0547719280,BAIME A. J.,History/Law/Political Science,A J Baime,THE ARSENAL OF DEMOCRACY,unknown
0307408647,BAER ROBERT,History/Law/Political Science,Robert Baer,THE DEVIL WE KNOW,male
076533271X,EDWARD JOHN,Horror/Occult/Psychological,John Edward,FALLEN MASTERS,male
0345548515,HEARNE KEVIN,Fantasy,Kevin Hearne,STAKED,male
0062381644,ROLLINS JAMES,Suspense/Thrillers,James Rollins,THE BONE LABYRINTH,male
006114665X,CLARK CHRISTOPHER,History/Law/Political Science,Christopher Clark,THE SLEEPWALKERS,male
0670026107,ROSS ANN B.,Mystery/Detective,Ann B Ross,MISS JULIA STIRS UP TROUBLE,female
0765326396,CARR HOWIE,Biography/Autobiography/Memoir,Howie Carr,HITMAN,male
0393041654,DUBUS ANDRE III,Fiction General,Andre Dubus,THE GARDEN OF LAST DAYS,male
0399165266,KNOTT ROBERT,Western,Robert Knott,ROBERT B. PARKER&#39;S BULL RIVER,multi
0812993292,JOYCE RACHEL,Fiction General,Rachel Joyce,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,female
1451666101,RASMUSSEN SCOTT,History/Law/Political Science,Scott Rasmussen,THE PEOPLE&#39;S MONEY,male
1595554572,SHIRLEY CRAIG,History/Law/Political Science,Craig Shirley,Dec-41,male
0307265730,LAHIRI JHUMPA,Fiction General,Jhumpa Lahiri,UNACCUSTOMED EARTH,unknown
0547152574,BOSWORTH PATRICIA,Biography/Autobiography/Memoir,Patricia Bosworth,JANE FONDA,female
0307587827,KIZZIA TOM,Biography/Autobiography/Memoir,Tom Kizzia,PILGRIM&#39;S WILDERNESS,male
1416565116,HUNTER STEPHEN,Suspense/Thrillers,Stephen Hunter,NIGHT OF THUNDER,male
0345511441,KEMP PAUL S.,Science Fiction,Paul S Kemp,STAR WARS: LORDS OF THE SITH,male
1451640943,STOSSEL JOHN,History/Law/Political Science,John Stossel,"NO, THEY CAN&#39;T",male
1603201777,KENNEDY KOSTYA,Biography/Autobiography/Memoir,Kostya Kennedy,56 (JOE DIMAGGIO AND THE LAST MAGIC NUMBER IN SPORTS),male
1455578525,SEHGAL KABIR,Business/Economics,Kabir Sehgal,COINED,male
0061474622,CLARKE RICHARD A.,History/Law/Political Science,Richard A Clarke,YOUR GOVERNMENT FAILED YOU,male
1565125967,GOOLRICK ROBERT,Fiction General,Robert Goolrick,A RELIABLE WIFE,male
0061582565,POSNANSKI JOE,Health/Fitness/Medicine/Sports,Joe Posnanski,THE MACHINE,male
1416567445,WALLER DOUGLAS,Biography/Autobiography/Memoir,Douglas Waller,WILD BILL DONOVAN,male
0385522312,APPEL MARTY,Biography/Autobiography/Memoir,Marty Appel,MUNSON,male
1476785058,THOMAS ABIGAIL,Biography/Autobiography/Memoir,Abigail Thomas,WHAT COMES NEXT AND HOW TO LIKE IT,female
0061125350,KORDA MICHAEL,History/Law/Political Science,Michael Korda,WITH WINGS LIKE EAGLES,male
1416964053,BLACK MICHAEL IAN,Humor,Michael Ian Black,MY CUSTOM VAN,male
0062270184,KELLERMAN FAYE,Mystery/Detective,Faye Kellerman,MURDER 101,female
0525951776,WHITE STEPHEN,Horror/Occult/Psychological,Stephen White,THE LAST LIE,male
1476789932,BURKE MONTE,Biography/Autobiography/Memoir,Monte Burke,SABAN,male
0670026611,MOYES JOJO,Fiction General,Jojo Moyes,THE GIRL YOU LEFT BEHIND,female
1455563110,NOONAN PEGGY,History/Law/Political Science,Peggy Noonan,THE TIME OF OUR LIVES,female
0312587538,PALMER MICHAEL,Horror/Occult/Psychological,Michael Palmer,OATH OF OFFICE,male
1476743827,BAMBERGER MICHAEL,Biography/Autobiography/Memoir,Michael Bamberger,MEN IN GREEN,male
1599953544,DEKKER TED,Suspense/Thrillers,Ted Dekker,FORBIDDEN,multi
0525952365,TROPPER JONATHAN,Fiction General,Jonathan Tropper,ONE LAST THING BEFORE I GO,male
1476776296,KNIGHT MOLLY,Health/Fitness/Medicine/Sports,Molly Knight,THE BEST TEAM MONEY CAN BUY,female
1439102112,KIRKPATRICK DAVID,Business/Economics,David Kirkpatrick,THE FACEBOOK EFFECT,male
0062220756,GREENBERG MIKE,Fiction General,Mike Greenberg,ALL YOU COULD ASK FOR,male
1439183813,DUGGAR MICHELLE,Reference,Michelle and Jim Bob Duggar,A LOVE THAT MULTIPLIES,multi
0345511506,ZAHN TIMOTHY,Science Fiction,Timothy Zahn,SCOUNDRELS,male
006196140X,CANNON DYAN,Biography/Autobiography/Memoir,Dyan Cannon,DEAR CARY,female
0374298688,COHEN RICH,Health/Fitness/Medicine/Sports,Rich Cohen,MONSTERS,male
0307952525,FEINGOLD RUSS,History/Law/Political Science,Russ Feingold,WHILE AMERICA SLEEPS,male
0374203032,SANDEL MICHAEL J.,Nonfiction General,Michael J Sandel,WHAT MONEY CAN&#39;T BUY,male
1605292796,KARNAZES DEAN,Biography/Autobiography/Memoir,Dean Karnazes,RUN!,male
0805095535,AUSTER PAUL,Biography/Autobiography/Memoir,Paul Auster,WINTER JOURNAL,male
0553446657,RANCIC GIULIANA,Biography/Autobiography/Memoir,Giuliana Rancic,GOING OFF SCRIPT,female
0060548959,MAGUIRE GREGORY,Fantasy,Gregory Maguire,AFTER ALICE,male
0544274156,BRINKLEY DOUGLAS,History/Law/Political Science,Douglas Brinkley and Luke A Nichter,THE NIXON TAPES,multi
0399156453,BOX C. J.,Mystery/Detective,C J Box,NOWHERE TO RUN,male
0451233174,LANCASTER JEN,Biography/Autobiography/Memoir,Jen Lancaster,JENERATION X,female
0307267105,GRANT JENNIFER AUTEUR,Biography/Autobiography/Memoir,Jennifer Grant,GOOD STUFF,female
1439164630,GENOVA LISA,Fiction General,Lisa Genova,LEFT NEGLECTED,female
0800721896,MALLETTE PATTIE,Biography/Autobiography/Memoir,Pattie Mallette with A J Gregory,NOWHERE BUT UP,multi
1455527084,BOLZ-WEBER NADIA,Biography/Autobiography/Memoir,Nadia Bolz-Weber,PASTRIX,female
0374227357,FUKUYAMA FRANCIS,History/Law/Political Science,Francis Fukuyama,POLITICAL ORDER AND POLITICAL DECAY,male
0061128899,LIPPMAN LAURA,Mystery/Detective,Laura Lippman,LIFE SENTENCES,female
1455518735,SCHULMAN DANIEL,Biography/Autobiography/Memoir,Daniel Schulman,SONS OF WICHITA,male
0399158839,PEARSON RIDLEY,Suspense/Thrillers,Ridley Pearson,THE RISK AGENT,male
0393058468,LYALL SARAH,History/Law/Political Science,Sarah Lyall,THE ANGLO FILES,female
145160663X,MCKAGAN DUFF,Biography/Autobiography/Memoir,Duff McKagan,IT&#39;S SO EASY,male
1401341764,LYNCH JANE,Biography/Autobiography/Memoir,Jane Lynch,HAPPY ACCIDENTS,multi
0385538499,MCMAHON JENNIFER,Suspense/Thrillers,Jennifer McMahon,THE WINTER PEOPLE,female
0061962236,CLARKE RICHARD A.,History/Law/Political Science,Richard A Clarke and Robert Knake,CYBER WAR,multi
1250042968,KENYON SHERRILYN,Romance,Sherrilyn Kenyon,BORN OF FURY,female
0060829850,LOWELL ELIZABETH,Romance,Elizabeth Lowell,BLUE SMOKE AND MURDER,female
1608871169,GOLDMAN MICHAEL,Biography/Autobiography/Memoir,Michael Goldman,JOHN WAYNE,multi
1590514882,BAKEWELL SARAH,Biography/Autobiography/Memoir,Sarah Bakewell,AT THE EXISTENTIALIST CAFE,female
0544002695,MAYER-SCHONBERGER VIKTOR,Computers,Viktor Mayer-Schonberger and Kenneth Cukier,BIG DATA,multi
0399173544,REYNOLDS BURT,Biography/Autobiography/Memoir,Burt Reynolds and Jon Winokur,BUT ENOUGH ABOUT ME,multi
1439170282,CLARK CAROL HIGGINS,Mystery/Detective,Carol Higgins Clark,MOBBED,female
0544279336,MARTAINEZ PEDRO,Biography/Autobiography/Memoir,Pedro Martinez and Michael Silverman,PEDRO,multi
038551638X,STRAUB PETER,Suspense/Thrillers,Peter Straub,A DARK MATTER,male
0553807064,BROWN RITA MAE,Mystery/Detective,Rita Mae Brown & Sneaky Pie Brown,SANTA CLAWED,multi
1426214669,KALB CLAUDIA,Nonfiction General,Claudia Kalb,ANDY WARHOL WAS A HOARDER,female
0345548485,HEARNE KEVIN,Fantasy,Kevin Hearne,SHATTERED,male
0553804693,LYNCH SCOTT,Fantasy,Scott Lynch,THE REPUBLIC OF THIEVES,male
0770437540,FAINARU-WADA MARK,Health/Fitness/Medicine/Sports,Mark Fainaru-Wada and Steve Fainaru,LEAGUE OF DENIAL,multi
1101907290,SENGHOR SHAKA,Biography/Autobiography/Memoir,Shaka Senghor,WRITING MY WRONGS,male
0399159029,KERR PHILIP,Mystery/Detective,Philip Kerr,PRAGUE FATALE,male
0525952101,KELLER TIMOTHY J.,Religion/Bibles,Timothy Keller,KING&#39;S CROSS,male
1594630933,REYNOLDS GRETCHEN,Health/Fitness/Medicine/Sports,Gretchen Reynolds,THE FIRST 20 MINUTES,female
0062116290,KORDA MICHAEL,Biography/Autobiography/Memoir,Michael Korda,CLOUDS OF GLORY,male
0061672475,PEPPERBERG IRENE M.,Reference,Irene Pepperberg,ALEX AND ME,female
0345511255,ZAHN TIMOTHY,Science Fiction,Timothy Zahn,SCOUNDRELS,male
1596987944,FREEMAN KEVIN,Nonfiction General,Kevin D Freeman,SECRET WEAPON,male
0385536399,BRANDS H. W.,Biography/Autobiography/Memoir,H W Brands,REAGAN,male
1439138311,TOIBIN COLM,Fiction General,Colm Toibin,BROOKLYN,male
0374158355,MONROE MARILYN,Biography/Autobiography/Memoir,Marilyn Monroe,FRAGMENTS,multi
0345544854,BALLANTINE,Science Fiction,Kevin Hearne,STAR WARS: HEIR TO THE JEDI,male
1400063515,TALEB NASSIM NICHOLAS,Business/Economics,Nassim Nicholas Taleb,THE BLACK SWAN,male
159420571X,NG CELESTE,Fiction General,Celeste Ng,EVERYTHING I NEVER TOLD YOU,female
1594633029,JOHNSON BORIS,Biography/Autobiography/Memoir,Boris Johnson,THE CHURCHILL FACTOR,male
0670023515,JOHNSON CRAIG,Mystery/Detective,Craig Johnson,AS THE CROW FLIES,male
1250041104,BURTON FRED,History/Law/Political Science,Fred Burton and Samuel M Katz,UNDER FIRE,multi
0375414495,VERGHESE ABRAHAM,Fiction General,Abraham Verghese,CUTTING FOR STONE,male
0312368038,JOHANSEN IRIS,Suspense/Thrillers,Iris Johansen and Roy Johansen,STORM CYCLE,multi
1400068606,WALKER DAVID M.,Business/Economics,David Walker,COMEBACK AMERICA,male
006233381X,LEMMON GAYLE TZEMACH,Biography/Autobiography/Memoir,Gayle Tzemach Lemmon,ASHLEY&#39;S WAR,female
1101874457,SCHULTZ HOWARD,History/Law/Political Science,Howard Schultz and Rajiv Chandrasekaran,FOR LOVE OF COUNTRY,unknown
0446563374,KELLY JILL,Biography/Autobiography/Memoir,Jill Kelly,WITHOUT A WORD,female
1618689517,RIORDAN RICHARD J.,Biography/Autobiography/Memoir,Richard J Riordan with Patrick Range McDonald,THE MAYOR,multi
1476727392,COSTNER KEVIN,Action/Adventure,Kevin Costner and Jon Baird,THE EXPLORERS GUILD,multi
0446539724,HART BRET,Biography/Autobiography/Memoir,Bret Hart,HITMAN,male
1401324290,MONTALVAN LUIS CARLOS,Biography/Autobiography/Memoir,Luis Carlos Montalvan with Bret Witter,UNTIL TUESDAY,multi
006165597X,GROSS ANDREW,Suspense/Thrillers,Andrew Gross,15 SECONDS,male
0385532415,BRANDS H. W.,Biography/Autobiography/Memoir,H W Brands,THE MAN WHO SAVED THE UNION,male
1401322816,LUNTZ FRANK I.,Business/Economics,Frank I Luntz,WHAT AMERICANS REALLY WANT...REALLY,male
0812995368,THOMAS EVAN,Biography/Autobiography/Memoir,Evan Thomas,BEING NIXON,male
1400069297,DUNANT SARAH,Fiction General,Sarah Dunant,BLOOD AND BEAUTY,female
0679644318,BERKUS NATE,House & Home/Gardening,Nate Berkus,THE THINGS THAT MATTER,male
1439192367,LIVIO MARIO,Reference,Mario Livio,BRILLIANT BLUNDERS,male
0062083392,LIPPMAN LAURA,Suspense/Thrillers,Laura Lippman,AFTER I&#39;M GONE,female
1594489505,HOSSEINI KHALED,Fiction General,Khaled Hosseini,A THOUSAND SPLENDID SUNS,male
0446575968,REDFIELD JAMES,Horror/Occult/Psychological,James Redfield,THE TWELFTH INSIGHT,male
0062009621,FEEHAN CHRISTINE,Romance,Christine Feehan,DARK PRINCE,female
0345500717,JARVIS CHERYL,Biography/Autobiography/Memoir,Cheryl Jarvis,THE NECKLACE,female
0399156658,MUNSON LAURA,Biography/Autobiography/Memoir,Laura Munson,THIS IS NOT THE STORY YOU THINK IT IS...,female
0316008230,ISAACSON RUPERT,Reference,Rupert Isaacson,THE HORSE BOY,male
1594033773,MCCARTHY ANDREW C.,History/Law/Political Science,Andrew C McCarthy,THE GRAND JIHAD,male
0316118087,RAMO JOSHUA COOPER,History/Law/Political Science,Joshua Cooper Ramo,THE AGE OF THE UNTHINKABLE,male
0758258585,JACKSON LISA,Suspense/Thrillers,Lisa Jackson,TELL ME,female
0670015784,JOHNSON CRAIG,Fiction General,Craig Johnson,THE SPIRIT OF STEAMBOAT,male
0060781009,BAATZ SIMON,Nonfiction General,Simon Baatz,FOR THE THRILL OF IT,male
073821356X,WALKER CAMI,Self Help,Cami Walker,29 GIFTS,female
1439134324,RINGO JOHN,Science Fiction,John Ringo,THE HOT GATE,male
1250044634,TWEEDY DAMON,Biography/Autobiography/Memoir,Damon Tweedy,BLACK MAN IN A WHITE COAT,male
0525952608,WHITE STEPHEN,Suspense/Thrillers,Stephen White,COMPOUND FRACTURES,male
0670021555,ROSS ANN B.,Fiction General,Ann B Ross,MISS JULIA RENEWS HER VOWS,female
0307266516,SEBAG MONTEFIORE SIMON,History/Law/Political Science,Simon Sebag Montefiore,JERUSALEM,male
0385515693,APPLEBAUM ANNE,History/Law/Political Science,Anne Applebaum,IRON CURTAIN,female
0061730327,KAMKWAMBA WILLIAM,Reference,William Kamkwamba and Bryan Mealer,THE BOY WHO HARNESSED THE WIND,multi
1594630666,WEIL ANDREW,Health/Fitness/Medicine/Sports,Andrew Weil,WHY OUR HEALTH MATTERS,male
0385531540,REICH CHRISTOPHER,Suspense/Thrillers,Christopher Reich,RULES OF BETRAYAL,male
1451663471,RODRIGUEZ JOSE A. JR.,History/Law/Political Science,Jose A Rodriguez Jr with Bill Harlow,HARD MEASURES,male
0062092812,DORSEY TIM,Mystery/Detective,Tim Dorsey,TIGER SHRIMP TANGO,male
0061782424,CHOPRA DEEPAK,Fiction General,Deepak Chopra,MUHAMMAD,male
0670022179,EDWARDS KIM,Fiction General,Kim Edwards,THE LAKE OF DREAMS,female
0345505085,EISLER BARRY,Fiction General,Barry Eisler,FAULT LINE,male
1439195978,BOWDEN BOBBY,Biography/Autobiography/Memoir,Bob Bowden with Mark Schlabach,CALLED TO COACH,multi
0393080641,TOLL IAN W.,History/Law/Political Science,Ian W Toll,THE CONQUERING TIDE,male
1451625871,COMMON,Biography/Autobiography/Memoir,Common with Adam Bradley,ONE DAY IT&#39;LL ALL MAKE SENSE,multi
1414319673,ROSENBERG JOEL C.,Religion/Bibles,Joel C Rosenberg,IMPLOSION,male
1455512877,STELTER BRIAN,Performing Arts,Brian Stelter,TOP OF THE MORNING,male
0312622899,STEINHAUER OLEN,Mystery/Detective,Olen Steinhauer,AN AMERICAN SPY,male
1439101078,LINDSEY JOHANNA,Romance,Johanna Lindsey,THAT PERFECT SOMEONE,female
1770411216,ANDERSON KEVIN J.,Fantasy,Kevin J Anderson and Neil Peart,CLOCKWORK ANGELS,multi
1595230637,CHAFETS ZEV,History/Law/Political Science,Zev Chafets,RUSH LIMBAUGH (AN ARMY OF ONE),male
0062309528,SHORT MARTIN,Biography/Autobiography/Memoir,Martin Short with David Kamp,I MUST SAY,male
0316261130,HILDERBRAND ELIN,Fiction General,Elin Hilderbrand,WINTER STROLL,female
0393078116,IGNATIUS DAVID,Mystery/Detective,David Ignatius,BLOODMONEY,male
0525953191,HARE BRIAN,Reference,Brian Hare and Vanessa Woods,THE GENIUS OF DOGS,multi
1476781222,BUJOLD LOIS MCMASTER,Science Fiction,Lois McMaster Bujold,GENTLEMAN JOLE AND THE RED QUEEN,female
0062080601,PARNIA SAM,Reference,Sam Parnia with Josh Young,ERASING DEATH,multi
0345511565,KARPYSHYN DREW,Science Fiction,Drew Karpyshyn,DARTH BANE,male
0345530594,ALLSTON AARON,Science Fiction,Aaron Allston,STAR WARS: X-WING: MERCY KILL,male
1476746826,BECK GLENN,Fiction General,Glenn Beck with Harriet Parke,AGENDA 21: INTO THE SHADOWS,multi
0393071952,WHEELAN CHARLES,Reference,Charles Wheelan,NAKED STATISTICS,male
0446505293,GRAEBER CHARLES,Nonfiction General,Charles Graeber,THE GOOD NURSE,male
1451686579,BERGER JONAH,Business/Economics,Jonah Berger,CONTAGIOUS,male
